1000000000000000.00,300000000000000.00,
1000000000000000.00,,
1000000000000000.00,,
380000000000000.00,,
300000000000000.00,,
900000000000000.00,,
900000000000000.00,,
160000000000000.00,500000000000000.00,
510000000000000.00,1000000000000000.00,
18000000000000.00,580000000000000.00,560000000000000.00
37000000000000.00,500000000000000.00,
640000000000000.00,300000000000000.00,
920000000000000.00,890000000000000.00,420000000000000.00
300000000000.00,150000000000000.00,400000000000000.00
27000000000000.00,310000000000000.00,900000000000000.00
580000000000000.00,820000000000000.00,600000000000000.00
610000000000000.00,320000000000000.00,160000000000000.00
13000000000000.00,1000000000000000.00,
550000000000000.00,160000000000000.00,800000000000000.00
450000000000000.00,110000000000000.00,200000000000000.00
7000000000000.00,600000000000000.00,1000000000000000.00
630000000000000.00,34000000000000.00,370000000000000.00
14000000000000.00,190000000000000.00,100000000000000.00
560000000000000.00,290000000000000.00,600000000000000.00
400000000000000.00,,
120000000000000.00,,
150000000000000.00,,
110000000000000.00,,
900000000000000.00,,
1000000000000000.00,,
320000000000000.00,,
370000000000000.00,400000000000000.00,
120000000000000.00,400000000000000.00,
490000000000000.00,150000000000000.00,500000000000000.00
7800000000000.00,240000000000000.00,180000000000000.00
630000000000000.00,500000000000000.00,790000000000000.00
430000000000000.00,530000000000000.00,440000000000000.00
200000000000000.00,,
430000000000000.00,,
280000000000000.00,200000000000000.00,
390000000000000.00,,
410000000000000.00,600000000000000.00,100000000000000.00
170000000000000.00,500000000000000.00,
140000000000000.00,500000000000000.00,
380000000000000.00,130000000000000.00,400000000000000.00
80000000000000.00,450000000000000.00,570000000000000.00
790000000000000.00,190000000000000.00,1000000000000000.00
380000000000000.00,500000000000000.00,300000000000000.00
200000000000000.00,400000000000000.00,
900000000000000.00,,
110000000000000.00,,
800000000000000.00,,
220000000000000.00,,
390000000000000.00,,
150000000000000.00,,
800000000000000.00,,
1000000000000000.00,300000000000000.00,
700000000000000.00,180000000000000.00,
92000000000000.00,810000000000000.00,170000000000000.00
94000000000000.00,530000000000000.00,110000000000000.00
99000000000000.00,670000000000000.00,800000000000000.00
46000000000000.00,40000000000000.00,430000000000000.00
5000000000000.00,,
470000000000000.00,800000000000000.00,200000000000000.00
75.00,120000000000000.00,7000000000000.00
4700000000000.00,150000000000000.00,
760000000000000.00,300000000000000.00,510000000000000.00
530000000000000.00,,
450000000000000.00,100000000000000.00,200000000000000.00
350000000000000.00,180000000000000.00,100000000000000.00
580000000000000.00,,
370000000000000.00,400000000000000.00,300000000000000.00
110000000000000.00,,
900000000000000.00,,
900000000000000.00,,
110000000000000.00,,
900000000000000.00,120000000000000.00,
380000000000000.00,220000000000000.00,
430000000000000.00,,
240000000000000.00,,
110000000000000.00,300000000000000.00,
240000000000000.00,140000000000000.00,500000000000000.00
230000000000000.00,430000000000000.00,480000000000000.00
120000000000000.00,,
800000000000000.00,,
330000000000000.00,,
360000000000000.00,,
310000000000000.00,130000000000000.00,
960000000000000.00,700000000000000.00,13000000000000.00
420000000000000.00,,
630000000000000.00,,
800000000000000.00,640000000000000.00,710000000000000.00
360000000000000.00,40000000000000.00,450000000000000.00
460000000000000.00,,
450000000000000.00,,
230000000000000.00,400000000000000.00,300000000000000.00
1000000000000000.00,,
110000000000000.00,,
900000000000000.00,,
900000000000000.00,,
210000000000000.00,110000000000000.00,600000000000000.00
460000000000000.00,120000000000000.00,100000000000000.00
160000000000000.00,,
800000000000000.00,,
1000000000000000.00,300000000000000.00,
260000000000000.00,110000000000000.00,400000000000000.00
230000000000000.00,510000000000000.00,460000000000000.00
140000000000000.00,,
380000000000000.00,,
260000000000000.00,,
140000000000000.00,280000000000000.00,360000000000000.00
900000000000000.00,,
1000000000000.00,200000000000000.00,200000000000000.00
5.00,100000000000000.00,100000000000000.00
420000000000000.00,630000000000000.00,910000000000000.00
450000000000000.00,,
460000000000000.00,,
160000000000000.00,,
240000000000000.00,400000000000000.00,300000000000000.00
100000000000000.00,,
1000000000000000.00,,
900000000000000.00,,
140000000000000.00,,
390000000000000.00,,
25.00,1000000000000000.00,
170000000000000.00,150000000000000.00,
1000000000000000.00,,
900000000000000.00,,
120000000000000.00,600000000000000.00,
2200000000000.00,7000000000000.00,500000000000000.00
440000000000000.00,320000000000000.00,310000000000000.00
390000000000000.00,,
120000000000000.00,,
25.00,400000000000000.00,
6000000000000.00,220000000000000.00,800000000000000.00
480000000000000.00,,
450000000000000.00,900000000000000.00,600000000000000.00
20000000000000.00,110000000000000.00,147000000000000.00
14000000000000.00,7000000000000.00,600000000000000.00
540000000000000.00,500000000000000.00,
160000000000000.00,500000000000000.00,100000000000000.00
170000000000000.00,1000000000000000.00,100000000000000.00
310000000000000.00,100000000000000.00,
200000000000000.00,,
1000000000000000.00,400000000000000.00,300000000000000.00
370000000000000.00,,
300000000000000.00,,
900000000000000.00,,
900000000000000.00,120000000000000.00,
160000000000000.00,290000000000000.00,
170000000000000.00,300000000000000.00,
190000000000000.00,110000000000000.00,200000000000000.00
360000000000000.00,500000000000000.00,
460000000000000.00,,
25.00,400000000000000.00,410000000000000.00
1000000000000000.00,100000000000000.00,
900000000000000.00,,
800000000000000.00,,
390000000000000.00,180000000000000.00,120000000000000.00
540000000000000.00,,
830000000000000.00,610000000000000.00,690000000000000.00
560000000000000.00,500000000000000.00,100000000000000.00
410000000000000.00,300000000000000.00,
4700000000000.00,85000000000000.00,91000000000000.00
400000000000000.00,200000000000000.00,
2800000000000.00,7000000000000.00,500000000000000.00
290000000000000.00,,
360000000000000.00,400000000000000.00,300000000000000.00
380000000000000.00,,
110000000000000.00,,
800000000000000.00,,
800000000000000.00,,
1000000000000000.00,,
130000000000000.00,400000000000000.00,
400000000000000.00,,
400000000000000.00,,
740000000000000.00,110000000000000.00,100000000000000.00
360000000000000.00,800000000000000.00,
540000000000000.00,300000000000000.00,
490000000000000.00,610000000000000.00,930000000000000.00
420000000000000.00,,1000000000000000.00
460000000000000.00,900000000000000.00,500000000000000.00
600000000000000.00,300000000000000.00,300000000000000.00
380000000000000.00,150000000000000.00,150000000000000.00
850000000000000.00,600000000000000.00,200000000000000.00
480000000000000.00,800000000000000.00,100000000000000.00
480000000000000.00,900000000000000.00,
470000000000000.00,100000000000000.00,
690000000000000.00,140000000000000.00,600000000000000.00
680000000000000.00,230000000000000.00,400000000000000.00
440000000000000.00,400000000000000.00,
180000000000000.00,300000000000000.00,300000000000000.00
1000000000000000.00,,
900000000000000.00,,
800000000000000.00,,
100000000000000.00,,
330000000000000.00,,
340000000000000.00,,
100000000000000.00,,
540000000000000.00,150000000000000.00,100000000000000.00
930000000000000.00,130000000000000.00,110000000000000.00
640000000000000.00,520000000000000.00,880000000000000.00
480000000000000.00,670000000000000.00,370000000000000.00
310000000000000.00,,
370000000000000.00,,
1900000000000.00,100000000000000.00,
150000000000000.00,630000000000000.00,450000000000000.00
420000000000000.00,500000000000000.00,
380000000000000.00,700000000000000.00,100000000000000.00
610000000000000.00,300000000000000.00,
650000000000000.00,300000000000000.00,
710000000000000.00,200000000000000.00,
450000000000000.00,460000000000000.00,430000000000000.00
,300000000000000.00,
350000000000000.00,310000000000000.00,
190000000000000.00,400000000000000.00,200000000000000.00
1000000000000000.00,,
2200000000000.00,,
390000000000000.00,,
160000000000000.00,,
140000000000000.00,,
110000000000000.00,500000000000000.00,
900000000000000.00,,
110000000000000.00,210000000000000.00,
26000000000000.00,380000000000000.00,
32000000000000.00,64000000000000.00,210000000000000.00
45000000000000.00,630000000000000.00,230000000000000.00
43000000000000.00,520000000000000.00,770000000000000.00
660000000000000.00,440000000000000.00,34000000000000.00
1000000000000000.00,,
900000000000000.00,,
17000000000000.00,210000000000000.00,1000000000000000.00
8000000000000.00,260000000000000.00,400000000000000.00
24000000000000.00,110000000000000.00,100000000000000.00
680000000000000.00,560000000000000.00,71000000000000.00
480000000000000.00,1000000000000000.00,
460000000000000.00,1400000000000.00,
370000000000000.00,13000000000000.00,160000000000000.00
260000000000000.00,,
310000000000000.00,100000000000000.00,
130000000000000.00,600000000000000.00,100000000000000.00
160000000000000.00,,
400000000000000.00,,
190000000000000.00,,
900000000000000.00,800000000000000.00,
110000000000000.00,120000000000000.00,
130000000000000.00,,
900000000000000.00,,
140000000000000.00,300000000000000.00,
380000000000000.00,600000000000000.00,200000000000000.00
530000000000000.00,370000000000000.00,370000000000000.00
160000000000000.00,1000000000000000.00,
800000000000000.00,,
900000000000000.00,,
180000000000000.00,100000000000000.00,400000000000000.00
37000000000000.00,160000000000000.00,
820000000000000.00,370000000000000.00,350000000000000.00
640000000000000.00,,
730000000000000.00,,
460000000000000.00,800000000000000.00,600000000000000.00
400000000000000.00,1000000000000000.00,
300000000000000.00,300000000000000.00,1000000000000000.00
290000000000000.00,,
180000000000000.00,400000000000000.00,200000000000000.00
110000000000000.00,,
330000000000000.00,,
330000000000000.00,,
900000000000000.00,,
110000000000000.00,110000000000000.00,600000000000000.00
200000000000000.00,800000000000000.00,
900000000000000.00,130000000000000.00,
160000000000000.00,300000000000000.00,
210000000000000.00,500000000000000.00,1000000000000000.00
450000000000000.00,600000000000000.00,100000000000000.00
400000000000000.00,400000000000000.00,440000000000000.00
140000000000000.00,100000000000000.00,
1000000000000000.00,,
110000000000000.00,,
5000000000000.00,290000000000000.00,800000000000000.00
980000000000000.00,71000000000000.00,790000000000000.00
8100000000000.00,,
900000000000000.00,100000000000000.00,
660000000000000.00,360000000000000.00,500000000000000.00
480000000000000.00,,
430000000000000.00,160000000000000.00,400000000000000.00
260000000000000.00,800000000000000.00,100000000000000.00
330000000000000.00,600000000000000.00,
190000000000000.00,500000000000000.00,300000000000000.00
900000000000000.00,,
290000000000000.00,,
370000000000000.00,,
800000000000000.00,,
900000000000000.00,220000000000000.00,340000000000000.00
180000000000000.00,190000000000000.00,100000000000000.00
200000000000000.00,,
180000000000000.00,300000000000000.00,1000000000000000.00
200000000000000.00,500000000000000.00,
310000000000000.00,300000000000000.00,100000000000000.00
